wind_speed,wdir,smois,fuels,ignition,safe_unsafe_ignition_pattern,safe_unsafe_fire_behavior,does_fire_meet_objectives,rationale_if_unsafe,burned_area,FILE
2,225,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,116293,https://wifire-data.sdsc.edu/data//burnpro3d/d/c2/a6/run_c2a69409-3bd7-47cd-92fa-939d93e9193f/png/run_c2a69409-3bd7-47cd-92fa-939d93e9193f_fuels-dens_2100_000.png
5,255,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,119730,https://wifire-data.sdsc.edu/data//burnpro3d/d/dd/e2/run_dde28dcc-b289-42ff-b479-7982a1f7a149/png/run_dde28dcc-b289-42ff-b479-7982a1f7a149_fuels-dens_2100_000.png
5,240,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,149548,https://wifire-data.sdsc.edu/data//burnpro3d/d/aa/fb/run_aafb0d76-d76f-4eb1-8e34-9d42791bd856/png/run_aafb0d76-d76f-4eb1-8e34-9d42791bd856_fuels-dens_2100_000.png
2,255,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,115913,https://wifire-data.sdsc.edu/data//burnpro3d/d/a9/ce/run_a9cea3c9-6534-48fc-8eee-008c13406485/png/run_a9cea3c9-6534-48fc-8eee-008c13406485_fuels-dens_2100_000.png
5,240,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,122572,https://wifire-data.sdsc.edu/data//burnpro3d/d/6a/cc/run_6acc4a86-5366-45d2-8c85-a3d7d9a0311a/png/run_6acc4a86-5366-45d2-8c85-a3d7d9a0311a_fuels-dens_2100_000.png
5,180,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,124846,https://wifire-data.sdsc.edu/data//burnpro3d/d/dd/44/run_dd445954-6765-46eb-aacd-0e6369fcf8a5/png/run_dd445954-6765-46eb-aacd-0e6369fcf8a5_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,169599,https://wifire-data.sdsc.edu/data//burnpro3d/d/a7/90/run_a7908708-0aa4-4f51-94ad-c3629f089723/png/run_a7908708-0aa4-4f51-94ad-c3629f089723_fuels-dens_2100_000.png
2,195,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,116379,https://wifire-data.sdsc.edu/data//burnpro3d/d/85/31/run_85311eed-6824-4a0b-bcfd-440b3515ee62/png/run_85311eed-6824-4a0b-bcfd-440b3515ee62_fuels-dens_2100_000.png
2,180,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,140425,https://wifire-data.sdsc.edu/data//burnpro3d/d/8b/30/run_8b30c930-2a1d-4dc4-a3a9-66c1623567d6/png/run_8b30c930-2a1d-4dc4-a3a9-66c1623567d6_fuels-dens_2100_000.png
2,180,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,116094,https://wifire-data.sdsc.edu/data//burnpro3d/d/39/a7/run_39a747d7-f253-49d9-86f9-0bed366e923d/png/run_39a747d7-f253-49d9-86f9-0bed366e923d_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,141379,https://wifire-data.sdsc.edu/data//burnpro3d/d/31/5d/run_315d1bb9-896c-4965-9c3c-bcb87a665b46/png/run_315d1bb9-896c-4965-9c3c-bcb87a665b46_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,138360,https://wifire-data.sdsc.edu/data//burnpro3d/d/3c/1c/run_3c1c33ed-a29d-475f-a580-7dc7b16fde4d/png/run_3c1c33ed-a29d-475f-a580-7dc7b16fde4d_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,38326,https://wifire-data.sdsc.edu/data//burnpro3d/d/8c/ab/run_8cab3dd8-23c5-47ac-b68c-c69b18e49d00/png/run_8cab3dd8-23c5-47ac-b68c-c69b18e49d00_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,115114,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/b9/run_47b98161-4278-4a6d-bc58-3a3be285e7f1/png/run_47b98161-4278-4a6d-bc58-3a3be285e7f1_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,137530,https://wifire-data.sdsc.edu/data//burnpro3d/d/81/72/run_8172caec-886a-467d-9578-24594cb2fdf7/png/run_8172caec-886a-467d-9578-24594cb2fdf7_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,136110,https://wifire-data.sdsc.edu/data//burnpro3d/d/a2/51/run_a2515c9c-560b-44bf-aeee-2b5b96c696d2/png/run_a2515c9c-560b-44bf-aeee-2b5b96c696d2_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,141415,https://wifire-data.sdsc.edu/data//burnpro3d/d/2e/ba/run_2eba8705-713a-4103-b176-7a1836f2ba5c/png/run_2eba8705-713a-4103-b176-7a1836f2ba5c_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,144261,https://wifire-data.sdsc.edu/data//burnpro3d/d/96/7a/run_967a3339-c5d9-4440-914a-efbfcb099faf/png/run_967a3339-c5d9-4440-914a-efbfcb099faf_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,158892,https://wifire-data.sdsc.edu/data//burnpro3d/d/e1/59/run_e1595068-915c-4f2d-ab9e-3b090491b044/png/run_e1595068-915c-4f2d-ab9e-3b090491b044_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,27333,https://wifire-data.sdsc.edu/data//burnpro3d/d/77/f5/run_77f5d266-070b-4877-ad4d-b21c1bea981d/png/run_77f5d266-070b-4877-ad4d-b21c1bea981d_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,117624,https://wifire-data.sdsc.edu/data//burnpro3d/d/a7/82/run_a782e8f9-c1d9-41a9-8c05-98ecabd3c6ff/png/run_a782e8f9-c1d9-41a9-8c05-98ecabd3c6ff_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,125113,https://wifire-data.sdsc.edu/data//burnpro3d/d/cc/8a/run_cc8ac729-acad-4cba-bbe5-7dcc1cb125d4/png/run_cc8ac729-acad-4cba-bbe5-7dcc1cb125d4_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,150091,https://wifire-data.sdsc.edu/data//burnpro3d/d/76/04/run_76049994-f0ae-493c-93ca-3129e94ec217/png/run_76049994-f0ae-493c-93ca-3129e94ec217_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,138314,https://wifire-data.sdsc.edu/data//burnpro3d/d/9d/93/run_9d93ef65-2d76-44dd-bd82-aaaaf387c9ce/png/run_9d93ef65-2d76-44dd-bd82-aaaaf387c9ce_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,141196,https://wifire-data.sdsc.edu/data//burnpro3d/d/b1/11/run_b1118c49-9bd7-487b-92a8-92dc7126025e/png/run_b1118c49-9bd7-487b-92a8-92dc7126025e_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,145052,https://wifire-data.sdsc.edu/data//burnpro3d/d/26/87/run_26874805-679f-470d-9031-e5be54402845/png/run_26874805-679f-470d-9031-e5be54402845_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,107191,https://wifire-data.sdsc.edu/data//burnpro3d/d/72/7e/run_727e2694-74fa-4d9a-96f7-6e81e986de74/png/run_727e2694-74fa-4d9a-96f7-6e81e986de74_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,140004,https://wifire-data.sdsc.edu/data//burnpro3d/d/b5/a9/run_b5a9a87d-4512-4a3d-8958-10d874292f56/png/run_b5a9a87d-4512-4a3d-8958-10d874292f56_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,138329,https://wifire-data.sdsc.edu/data//burnpro3d/d/75/20/run_7520e3f2-5181-43d2-ac04-f9d03e7c2ddc/png/run_7520e3f2-5181-43d2-ac04-f9d03e7c2ddc_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,121868,https://wifire-data.sdsc.edu/data//burnpro3d/d/b7/4b/run_b74bea19-469c-444e-bac2-cb4222a118ea/png/run_b74bea19-469c-444e-bac2-cb4222a118ea_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,142966,https://wifire-data.sdsc.edu/data//burnpro3d/d/3d/20/run_3d20eac0-d58c-473f-ba53-eb6c160dfe55/png/run_3d20eac0-d58c-473f-ba53-eb6c160dfe55_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,116929,https://wifire-data.sdsc.edu/data//burnpro3d/d/6e/f7/run_6ef7c271-aa4f-4091-a8b4-2b3f554542a4/png/run_6ef7c271-aa4f-4091-a8b4-2b3f554542a4_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,149965,https://wifire-data.sdsc.edu/data//burnpro3d/d/e7/2d/run_e72d1aad-00d8-4989-b068-24e475679ae3/png/run_e72d1aad-00d8-4989-b068-24e475679ae3_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,139730,https://wifire-data.sdsc.edu/data//burnpro3d/d/a4/10/run_a410c164-d655-4d4d-8ff7-b0fa9e890db5/png/run_a410c164-d655-4d4d-8ff7-b0fa9e890db5_fuels-dens_2100_000.png
2,180,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,139321,https://wifire-data.sdsc.edu/data//burnpro3d/d/0c/7d/run_0c7dceb7-370b-4fdb-a215-a4f28d5e5b7a/png/run_0c7dceb7-370b-4fdb-a215-a4f28d5e5b7a_fuels-dens_2100_000.png
2,195,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,96057,https://wifire-data.sdsc.edu/data//burnpro3d/d/69/55/run_69556dad-f03c-4d70-8096-be2eee60d553/png/run_69556dad-f03c-4d70-8096-be2eee60d553_fuels-dens_2100_000.png
5,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,150056,https://wifire-data.sdsc.edu/data//burnpro3d/d/37/ab/run_37ab97b9-189e-4076-baa9-3eaa1c9d0fd0/png/run_37ab97b9-189e-4076-baa9-3eaa1c9d0fd0_fuels-dens_2100_000.png
8,225,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,other,yes,,147205,https://wifire-data.sdsc.edu/data//burnpro3d/d/79/c1/run_79c17da3-b188-43bf-95e2-b86d48e2b143/png/run_79c17da3-b188-43bf-95e2-b86d48e2b143_fuels-dens_2100_000.png
2,240,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,164900,https://wifire-data.sdsc.edu/data//burnpro3d/d/68/fe/run_68fe6f4b-fe46-4db3-94c8-ed6ae1df5ce6/png/run_68fe6f4b-fe46-4db3-94c8-ed6ae1df5ce6_fuels-dens_2100_000.png
8,180,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,other,yes,,30357,https://wifire-data.sdsc.edu/data//burnpro3d/d/80/69/run_8069d33a-8724-4bc1-8371-5d9b859dd9ab/png/run_8069d33a-8724-4bc1-8371-5d9b859dd9ab_fuels-dens_2100_000.png
2,240,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,139734,https://wifire-data.sdsc.edu/data//burnpro3d/d/ee/42/run_ee42b86d-2a37-4ae8-a2e9-27078e9fd73d/png/run_ee42b86d-2a37-4ae8-a2e9-27078e9fd73d_fuels-dens_2100_000.png
2,240,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,138655,https://wifire-data.sdsc.edu/data//burnpro3d/d/fe/b0/run_feb0738e-9855-4eff-8966-1083d90537f9/png/run_feb0738e-9855-4eff-8966-1083d90537f9_fuels-dens_2100_000.png
8,195,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,other,yes,,136530,https://wifire-data.sdsc.edu/data//burnpro3d/d/f9/cb/run_f9cb0235-1d75-41a6-a5f6-d50f17af8dbf/png/run_f9cb0235-1d75-41a6-a5f6-d50f17af8dbf_fuels-dens_2100_000.png
12,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,other,yes,,141650,https://wifire-data.sdsc.edu/data//burnpro3d/d/8a/d0/run_8ad0328e-e4cb-4fbd-9b0b-f0287fa463de/png/run_8ad0328e-e4cb-4fbd-9b0b-f0287fa463de_fuels-dens_2100_000.png
12,195,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,unsafe,yes,,62512,https://wifire-data.sdsc.edu/data//burnpro3d/d/b9/03/run_b9038368-8407-4a9b-b84f-a83f8bf32eed/png/run_b9038368-8407-4a9b-b84f-a83f8bf32eed_fuels-dens_2100_000.png
12,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,123497,https://wifire-data.sdsc.edu/data//burnpro3d/d/76/c8/run_76c8511a-af9c-4f5d-ad17-db4596e21d3c/png/run_76c8511a-af9c-4f5d-ad17-db4596e21d3c_fuels-dens_2100_000.png
8,180,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,unsafe,yes,,153331,https://wifire-data.sdsc.edu/data//burnpro3d/d/f3/7e/run_f37e1f7b-003d-4b73-bfd6-1bbc3855b39f/png/run_f37e1f7b-003d-4b73-bfd6-1bbc3855b39f_fuels-dens_2100_000.png
5,195,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,149009,https://wifire-data.sdsc.edu/data//burnpro3d/d/2d/9e/run_2d9e7045-205c-4b5b-8915-c1ce6471c686/png/run_2d9e7045-205c-4b5b-8915-c1ce6471c686_fuels-dens_2100_000.png
2,255,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,137711,https://wifire-data.sdsc.edu/data//burnpro3d/d/a1/99/run_a19939b2-e70c-4538-abd7-420665b3c8e2/png/run_a19939b2-e70c-4538-abd7-420665b3c8e2_fuels-dens_2100_000.png
2,240,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,125567,https://wifire-data.sdsc.edu/data//burnpro3d/d/fb/5f/run_fb5f8be2-8f90-42d4-834f-48179e7908d2/png/run_fb5f8be2-8f90-42d4-834f-48179e7908d2_fuels-dens_2100_000.png
8,225,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,149770,https://wifire-data.sdsc.edu/data//burnpro3d/d/cc/f2/run_ccf20925-a4aa-46f4-8a75-ca0d26c30438/png/run_ccf20925-a4aa-46f4-8a75-ca0d26c30438_fuels-dens_2100_000.png
2,255,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,162756,https://wifire-data.sdsc.edu/data//burnpro3d/d/50/8d/run_508d740e-e91c-4b5c-bb8b-b7867723a898/png/run_508d740e-e91c-4b5c-bb8b-b7867723a898_fuels-dens_2100_000.png
5,225,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,29449,https://wifire-data.sdsc.edu/data//burnpro3d/d/b5/c4/run_b5c451e3-bf0f-4bc2-b5f6-04f5110889d8/png/run_b5c451e3-bf0f-4bc2-b5f6-04f5110889d8_fuels-dens_2100_000.png
8,240,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,138647,https://wifire-data.sdsc.edu/data//burnpro3d/d/e8/1e/run_e81e59c6-fe49-4010-903e-c87d6e17fc60/png/run_e81e59c6-fe49-4010-903e-c87d6e17fc60_fuels-dens_2100_000.png
2,180,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,120496,https://wifire-data.sdsc.edu/data//burnpro3d/d/bb/3d/run_bb3da6e9-a192-4659-b5b9-8a2210db436a/png/run_bb3da6e9-a192-4659-b5b9-8a2210db436a_fuels-dens_2100_000.png
2,180,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,90637,https://wifire-data.sdsc.edu/data//burnpro3d/d/69/85/run_69856986-c728-478e-9361-ed6a8910d78c/png/run_69856986-c728-478e-9361-ed6a8910d78c_fuels-dens_2100_000.png
5,225,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,110292,https://wifire-data.sdsc.edu/data//burnpro3d/d/b2/6a/run_b26a97e2-31f8-4f81-ba52-cd43b7b68b77/png/run_b26a97e2-31f8-4f81-ba52-cd43b7b68b77_fuels-dens_2100_000.png
2,255,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,98506,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/3f/run_473f5368-2c59-470a-bde6-c863c9aaffa9/png/run_473f5368-2c59-470a-bde6-c863c9aaffa9_fuels-dens_2100_000.png
8,225,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,114937,https://wifire-data.sdsc.edu/data//burnpro3d/d/f0/bb/run_f0bb3358-e260-4cbf-8a58-26a92934e5da/png/run_f0bb3358-e260-4cbf-8a58-26a92934e5da_fuels-dens_2100_000.png
3,225,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,128373,https://wifire-data.sdsc.edu/data//burnpro3d/d/d6/1a/run_d61a0ea0-26b5-49b7-9e1f-7199665ab7e9/png/run_d61a0ea0-26b5-49b7-9e1f-7199665ab7e9_fuels-dens_2100_000.png
8,240,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,174194,https://wifire-data.sdsc.edu/data//burnpro3d/d/f5/26/run_f526013a-e008-4512-8c29-8876f265a3df/png/run_f526013a-e008-4512-8c29-8876f265a3df_fuels-dens_2100_000.png
8,195,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,137347,https://wifire-data.sdsc.edu/data//burnpro3d/d/03/99/run_03993538-2d1f-4fb5-a6d6-b2fd87d20959/png/run_03993538-2d1f-4fb5-a6d6-b2fd87d20959_fuels-dens_2100_000.png
2,225,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,125038,https://wifire-data.sdsc.edu/data//burnpro3d/d/fa/59/run_fa598bbc-f9e7-4572-b155-bb661fa8bb55/png/run_fa598bbc-f9e7-4572-b155-bb661fa8bb55_fuels-dens_2100_000.png
3,180,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,106465,https://wifire-data.sdsc.edu/data//burnpro3d/d/f8/54/run_f854fc36-eafa-4e32-b90e-d6932467ff79/png/run_f854fc36-eafa-4e32-b90e-d6932467ff79_fuels-dens_2100_000.png
2,195,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,22580,https://wifire-data.sdsc.edu/data//burnpro3d/d/1c/10/run_1c1065d6-0989-4e90-84a6-70931df06dc7/png/run_1c1065d6-0989-4e90-84a6-70931df06dc7_fuels-dens_2100_000.png
12,195,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,149435,https://wifire-data.sdsc.edu/data//burnpro3d/d/32/47/run_32475b72-540b-4d9a-8b5e-02527d989091/png/run_32475b72-540b-4d9a-8b5e-02527d989091_fuels-dens_2100_000.png
12,180,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,113262,https://wifire-data.sdsc.edu/data//burnpro3d/d/7b/09/run_7b09f221-3c80-4fbc-a5ac-7572e36cff75/png/run_7b09f221-3c80-4fbc-a5ac-7572e36cff75_fuels-dens_2100_000.png
3,180,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,126065,https://wifire-data.sdsc.edu/data//burnpro3d/d/20/2e/run_202e64a7-8f3e-4edb-b6e3-b305fd8a9b82/png/run_202e64a7-8f3e-4edb-b6e3-b305fd8a9b82_fuels-dens_2100_000.png
12,180,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,167076,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/b5/run_47b5392e-4721-44f1-a7b3-65a78be38f58/png/run_47b5392e-4721-44f1-a7b3-65a78be38f58_fuels-dens_2100_000.png
2,225,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,88155,https://wifire-data.sdsc.edu/data//burnpro3d/d/00/1a/run_001a5aa3-1d00-473d-8e9c-56c6c217a025/png/run_001a5aa3-1d00-473d-8e9c-56c6c217a025_fuels-dens_2100_000.png
8,180,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,134253,https://wifire-data.sdsc.edu/data//burnpro3d/d/c5/1a/run_c51a3549-a184-4548-ade5-c31198c42ad3/png/run_c51a3549-a184-4548-ade5-c31198c42ad3_fuels-dens_2100_000.png
8,180,0.35,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,other,yes,,104503,https://wifire-data.sdsc.edu/data//burnpro3d/d/a0/24/run_a024ccb3-f21e-45e9-946c-8549a06e3fb9/png/run_a024ccb3-f21e-45e9-946c-8549a06e3fb9_fuels-dens_2100_000.png
8,180,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,other,yes,,149185,https://wifire-data.sdsc.edu/data//burnpro3d/d/aa/61/run_aa615dd8-e6aa-4d71-8789-ee0f186be562/png/run_aa615dd8-e6aa-4d71-8789-ee0f186be562_fuels-dens_2100_000.png
2,225,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,139562,https://wifire-data.sdsc.edu/data//burnpro3d/d/7e/91/run_7e91030f-71bd-477e-954d-58d07d54dc7d/png/run_7e91030f-71bd-477e-954d-58d07d54dc7d_fuels-dens_2100_000.png
3,180,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,107170,https://wifire-data.sdsc.edu/data//burnpro3d/d/88/73/run_88735dff-1801-4962-9930-8026e5b93efe/png/run_88735dff-1801-4962-9930-8026e5b93efe_fuels-dens_2100_000.png
5,255,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,104875,https://wifire-data.sdsc.edu/data//burnpro3d/d/61/8a/run_618a7747-f084-48ff-ba4b-abbc815a9645/png/run_618a7747-f084-48ff-ba4b-abbc815a9645_fuels-dens_2100_000.png
2,195,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,108034,https://wifire-data.sdsc.edu/data//burnpro3d/d/54/b7/run_54b7663a-c33b-4f7c-9cf8-28261207e72c/png/run_54b7663a-c33b-4f7c-9cf8-28261207e72c_fuels-dens_2100_000.png
3,195,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,175991,https://wifire-data.sdsc.edu/data//burnpro3d/d/6e/c3/run_6ec320c8-f505-4402-bde0-662c071013bc/png/run_6ec320c8-f505-4402-bde0-662c071013bc_fuels-dens_2100_000.png
2,240,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,147970,https://wifire-data.sdsc.edu/data//burnpro3d/d/7a/0b/run_7a0b582a-beec-4184-bdf1-d48e1ee9ad96/png/run_7a0b582a-beec-4184-bdf1-d48e1ee9ad96_fuels-dens_2100_000.png
2,180,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,105031,https://wifire-data.sdsc.edu/data//burnpro3d/d/a7/63/run_a7635c68-4d52-40e4-85ee-23025fae6b89/png/run_a7635c68-4d52-40e4-85ee-23025fae6b89_fuels-dens_2100_000.png
8,195,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,other,yes,,97080,https://wifire-data.sdsc.edu/data//burnpro3d/d/33/fe/run_33fe73c0-ee0a-4695-aa75-7ab35090c298/png/run_33fe73c0-ee0a-4695-aa75-7ab35090c298_fuels-dens_2100_000.png
5,240,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,138491,https://wifire-data.sdsc.edu/data//burnpro3d/d/f7/fb/run_f7fb3288-beed-40b2-a0f7-e4addcdb98a9/png/run_f7fb3288-beed-40b2-a0f7-e4addcdb98a9_fuels-dens_2100_000.png
5,240,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,127830,https://wifire-data.sdsc.edu/data//burnpro3d/d/a3/46/run_a346293d-1ff3-4bd3-b68d-91a379906c2f/png/run_a346293d-1ff3-4bd3-b68d-91a379906c2f_fuels-dens_2100_000.png
12,225,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,other,yes,,133452,https://wifire-data.sdsc.edu/data//burnpro3d/d/d5/70/run_d57042e1-4fe5-45d1-97b0-bcba48908ca0/png/run_d57042e1-4fe5-45d1-97b0-bcba48908ca0_fuels-dens_2100_000.png
8,255,0.35,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,104204,https://wifire-data.sdsc.edu/data//burnpro3d/d/ab/e4/run_abe40569-b6bb-4996-9120-112673edd755/png/run_abe40569-b6bb-4996-9120-112673edd755_fuels-dens_2100_000.png
8,255,0.35,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,115274,https://wifire-data.sdsc.edu/data//burnpro3d/d/c5/b2/run_c5b21ec0-151c-4c8f-b619-d3747020e55e/png/run_c5b21ec0-151c-4c8f-b619-d3747020e55e_fuels-dens_2100_000.png
3,195,0.35,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,171287,https://wifire-data.sdsc.edu/data//burnpro3d/d/20/cd/run_20cd2c34-29cd-4363-860a-5582ad54448d/png/run_20cd2c34-29cd-4363-860a-5582ad54448d_fuels-dens_2100_000.png
3,195,0.35,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,90898,https://wifire-data.sdsc.edu/data//burnpro3d/d/29/60/run_29603a94-01d0-4c79-a74f-a45bf8704e86/png/run_29603a94-01d0-4c79-a74f-a45bf8704e86_fuels-dens_2100_000.png
8,255,0.35,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,134875,https://wifire-data.sdsc.edu/data//burnpro3d/d/9a/44/run_9a44ced2-3402-4199-9f80-612b885a8aef/png/run_9a44ced2-3402-4199-9f80-612b885a8aef_fuels-dens_2100_000.png
2,195,0.35,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,105376,https://wifire-data.sdsc.edu/data//burnpro3d/d/b0/c5/run_b0c5303f-f943-4212-a2d8-66ae6d320477/png/run_b0c5303f-f943-4212-a2d8-66ae6d320477_fuels-dens_2100_000.png
